Study area,Site,Date deployed,Date retrieved,Collector Number,Collector Size (m2),Condition on retrieval,Species,"Size CL, CW or TL",Sex,Claws,Notes
Central Northumberland,Cape Egemont,,,1309,0.56,OK,Homarus americanus,17.8,,,
Central Northumberland,Cape Egemont,,,1310,0.56,OK,Homarus americanus,26.5,M,,
Central Northumberland,Cape Egemont,,,1311,0.56,OK,Homarus americanus,46.4,M,,
Central Northumberland,Cape Egemont,,,1311,0.56,OK,Homarus americanus,22.4,M,,
Central Northumberland,Cape Egemont,,,1311,0.56,OK,Homarus americanus,39.9,M,,
Central Northumberland,Cape Egemont,,,1311,0.56,OK,Homarus americanus,26.2,M,,
Central Northumberland,Cape Egemont,,,1312,0.56,OK,Homarus americanus,49.5,F,,
Central Northumberland,Cape Egemont,,,1312,0.56,OK,Homarus americanus,31.5,F,,
Central Northumberland,Cape Egemont,,,1312,0.56,OK,Homarus americanus,8.1,,,
Central Northumberland,Cape Egemont,,,1312,0.56,OK,Homarus americanus,11.3,,,
Central Northumberland,Cape Egemont,,,1313,0.56,OK,Homarus americanus,44.2,F,,
Central Northumberland,Cape Egemont,,,1314,0.56,OK,Homarus americanus,29.9,M,,
Central Northumberland,Cape Egemont,,,1315,0.56,OK,Homarus americanus,41.1,M,,
Central Northumberland,Cape Egemont,,,1315,0.56,OK,Homarus americanus,9.1,,,
Central Northumberland,Cape Egemont,,,1316,0.56,OK,Homarus americanus,39.3,F,,
Central Northumberland,Cape Egemont,,,1317,0.56,OK,Homarus americanus,10.9,M,,
Central Northumberland,Cape Egemont,,,1317,0.56,OK,Homarus americanus,48.6,M,,
Central Northumberland,Cape Egemont,,,1318,0.56,OK,Homarus americanus,46.7,M,,
Central Northumberland,Cape Egemont,,,1318,0.56,OK,Homarus americanus,19.4,M,,
Central Northumberland,Cape Egemont,,,1318,0.56,OK,Homarus americanus,11.4,,,
Central Northumberland,Cape Egemont,,,1319,0.56,OK,Homarus americanus,46.2,F,,
Central Northumberland,Cape Egemont,,,1320,0.56,OK,Homarus americanus,10.4,,,
Central Northumberland,Cape Egemont,,,1320,0.56,OK,Homarus americanus,36.6,M,,
Central Northumberland,Cape Egemont,,,1320,0.56,OK,Homarus americanus,26.1,M,,
Central Northumberland,Cape Egemont,,,1321,0.56,OK,Homarus americanus,27.6,F,,
Central Northumberland,Cape Egemont,,,1321,0.56,OK,Homarus americanus,28.5,M,,
Central Northumberland,Cape Egemont,,,1322,0.56,OK,Homarus americanus,40.6,M,,
Central Northumberland,Cape Egemont,,,1323,0.56,OK,Homarus americanus,24.3,M,,
Central Northumberland,Cape Egemont,,,1323,0.56,OK,Homarus americanus,40.9,M,,
Central Northumberland,Cape Egemont,,,1324,0.56,OK,Homarus americanus,36.4,F,,
Central Northumberland,Cape Egemont,,,1324,0.56,OK,Homarus americanus,11.3,,,
Central Northumberland,Cape Egemont,,,1325,0.56,OK,Homarus americanus,11.5,,,
Central Northumberland,Cape Egemont,,,1325,0.56,OK,Homarus americanus,38.6,F,,
Central Northumberland,Cape Egemont,,,1325,0.56,OK,Homarus americanus,22,M,,
Central Northumberland,Cape Egemont,,,1325,0.56,OK,Homarus americanus,23.2,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,36.3,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,21.2,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,26.1,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,27.4,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,13.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,16.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,16.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,12,,,
"Gulf St. Lawrence, PEI",Covehead,,,1356,0.56,OK,Homarus americanus,14.2,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,9.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,15,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,15.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,18.4,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,9.3,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,16.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,25.1,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,15.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,23.1,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1357,0.56,OK,Homarus americanus,7.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,36.5,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,21.8,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,16.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,19.9,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,19.2,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,15.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,15.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,11.3,,,
"Gulf St. Lawrence, PEI",Covehead,,,1358,0.56,OK,Homarus americanus,23.7,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1359,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,30,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,17.7,,,
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,18.3,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,11.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,16,,,
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,8.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1360,0.56,OK,Homarus americanus,15.3,,,
"Gulf St. Lawrence, PEI",Covehead,,,1361,0.56,OK,Homarus americanus,24.6,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1361,0.56,OK,Homarus americanus,15.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1361,0.56,OK,Homarus americanus,16.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1361,0.56,OK,Homarus americanus,28.8,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1362,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1363,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,18.1,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,26.8,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,15,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,14.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,11.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,37.7,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,30.5,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,17.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,9.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,9.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,21.7,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,9.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,12.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1364,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1365,0.56,OK,Homarus americanus,30.8,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1365,0.56,OK,Homarus americanus,38.2,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1365,0.56,OK,Homarus americanus,21,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1365,0.56,OK,Homarus americanus,20.4,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1365,0.56,OK,Homarus americanus,10.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1366,0.56,OK,Homarus americanus,17.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1366,0.56,OK,Homarus americanus,16.2,,,
"Gulf St. Lawrence, PEI",Covehead,,,1367,0.56,OK,Homarus americanus,31.4,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1367,0.56,OK,Homarus americanus,13.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1367,0.56,OK,Homarus americanus,8.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1367,0.56,OK,Homarus americanus,8.7,,,
"Gulf St. Lawrence, PEI",Covehead,,,1367,0.56,OK,Homarus americanus,19.1,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1368,0.56,OK,Homarus americanus,37.3,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1368,0.56,OK,Homarus americanus,18.8,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1368,0.56,OK,Homarus americanus,14.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1368,0.56,OK,Homarus americanus,21.5,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1369,0.56,OK,Homarus americanus,28.4,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1369,0.56,OK,Homarus americanus,34.5,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1369,0.56,OK,Homarus americanus,22.3,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1369,0.56,OK,Homarus americanus,14.2,,,
"Gulf St. Lawrence, PEI",Covehead,,,1369,0.56,OK,Homarus americanus,15.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1369,0.56,OK,Homarus americanus,16.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1370,0.56,OK,Homarus americanus,14.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1370,0.56,OK,Homarus americanus,28.6,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1370,0.56,OK,Homarus americanus,28.1,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1370,0.56,OK,Homarus americanus,15.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1371,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1372,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1373,0.56,Damaged,,,,,Data was not collected
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,38.3,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,29,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,19.4,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,14.7,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,14.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,8.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,9.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,8.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,14.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,10.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,16.7,,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,24.5,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1374,0.56,OK,Homarus americanus,8.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,41.1,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,39.2,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,26.7,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,14.5,,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,16.3,,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,14.6,,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,20.8,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,23.1,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1375,0.56,OK,Homarus americanus,32.7,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,12.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,17.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,20.8,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,19.5,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,12.4,,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,10.3,,,
"Gulf St. Lawrence, PEI",Covehead,,,1376,0.56,OK,Homarus americanus,28.5,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1377,0.56,OK,Homarus americanus,22.3,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1377,0.56,OK,Homarus americanus,8.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1377,0.56,OK,Homarus americanus,19.4,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1377,0.56,OK,Homarus americanus,18,,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,19.6,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,17,,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,32.8,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,15,,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,13.1,,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,9.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,20.4,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,10.3,,,
"Gulf St. Lawrence, PEI",Covehead,,,1378,0.56,OK,Homarus americanus,7.9,,,
"Gulf St. Lawrence, PEI",Covehead,,,1379,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1380,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1381,0.56,OK,,,,,
"Gulf St. Lawrence, PEI",Covehead,,,1382,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1383,0.56,Lost,,,,,not recovered
"Gulf St. Lawrence, PEI",Covehead,,,1384,0.56,Damaged,,,,,Data was not collected
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,39.1,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,25.2,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,22.5,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,30.5,M,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,31.4,F,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,14.8,,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,13.7,,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,11,,,
"Gulf St. Lawrence, PEI",Covehead,,,1385,0.56,OK,Homarus americanus,7.5,,,
"Northeast PEI",Fortune,,,1236,0.56,OK,,,,,
"Northeast PEI",Fortune,,,1237,0.56,OK,Homarus americanus,30.9,M,,
"Northeast PEI",Fortune,,,1237,0.56,OK,Homarus americanus,15.4,,,
"Northeast PEI",Fortune,,,1238,0.56,OK,,,,,
"Northeast PEI",Fortune,,,1239,0.56,OK,Homarus americanus,39.8,M,,
"Northeast PEI",Fortune,,,1240,0.56,OK,Homarus americanus,24.1,M,,
"Northeast PEI",Fortune,,,1240,0.56,OK,Homarus americanus,22.7,M,,
"Northeast PEI",Fortune,,,1240,0.56,OK,Homarus americanus,12.4,,,
"Northeast PEI",Fortune,,,1241,0.56,OK,Homarus americanus,18,,,
"Northeast PEI",Fortune,,,1241,0.56,OK,Homarus americanus,24.3,F,,
"Northeast PEI",Fortune,,,1241,0.56,OK,Homarus americanus,17.8,,,
"Northeast PEI",Fortune,,,1241,0.56,OK,Homarus americanus,9.5,,,
"Northeast PEI",Fortune,,,1242,0.56,OK,Homarus americanus,30.6,F,,
"Northeast PEI",Fortune,,,1242,0.56,OK,Homarus americanus,8.2,,,
"Northeast PEI",Fortune,,,1242,0.56,OK,Homarus americanus,17.5,,,
"Northeast PEI",Fortune,,,1242,0.56,OK,Homarus americanus,14.4,,,
"Northeast PEI",Fortune,,,1243,0.56,OK,Homarus americanus,18.7,M,,
"Northeast PEI",Fortune,,,1243,0.56,OK,Homarus americanus,9.3,,,
"Northeast PEI",Fortune,,,1244,0.56,OK,Homarus americanus,38.8,F,,
"Northeast PEI",Fortune,,,1244,0.56,OK,Homarus americanus,26.7,M,,
"Northeast PEI",Fortune,,,1244,0.56,OK,Homarus americanus,16,,,
"Northeast PEI",Fortune,,,1244,0.56,OK,Homarus americanus,20.7,M,,
"Northeast PEI",Fortune,,,1245,0.56,OK,Homarus americanus,25.4,F,,
"Northeast PEI",Fortune,,,1245,0.56,OK,Homarus americanus,17.4,,,
"Northeast PEI",Fortune,,,1245,0.56,OK,Homarus americanus,23.7,F,,
"Northeast PEI",Fortune,,,1245,0.56,OK,Homarus americanus,37.9,F,,
"Northeast PEI",Fortune,,,1246,0.56,OK,Homarus americanus,22,M,,
"Northeast PEI",Fortune,,,1246,0.56,OK,Homarus americanus,20.4,F,,
"Northeast PEI",Fortune,,,1246,0.56,OK,Homarus americanus,26.6,F,,
"Northeast PEI",Fortune,,,1246,0.56,OK,Homarus americanus,16.7,,,
"Northeast PEI",Fortune,,,1247,0.56,OK,Homarus americanus,10,,,
"Northeast PEI",Fortune,,,1247,0.56,OK,Homarus americanus,10,,,
"Northeast PEI",Fortune,,,1247,0.56,OK,Homarus americanus,10.1,,,
"Northeast PEI",Fortune,,,1248,0.56,OK,Homarus americanus,21.7,F,,
"Northeast PEI",Fortune,,,1248,0.56,OK,Homarus americanus,27.1,F,,
"Northeast PEI",Fortune,,,1249,0.56,OK,Homarus americanus,23,F,,
"Northeast PEI",Fortune,,,1249,0.56,OK,Homarus americanus,9.3,,,
"Northeast PEI",Fortune,,,1250,0.56,OK,Homarus americanus,28.9,F,,
"Northeast PEI",Fortune,,,1250,0.56,OK,Homarus americanus,18.7,,,
"Northeast PEI",Fortune,,,1250,0.56,OK,Homarus americanus,22.8,F,,
"Northeast PEI",Fortune,,,1250,0.56,OK,Homarus americanus,10.7,,,
"Northeast PEI",Fortune,,,1251,0.56,OK,Homarus americanus,14.8,,,
"Northeast PEI",Fortune,,,1251,0.56,OK,Homarus americanus,19.4,,,
"Northeast PEI",Fortune,,,1251,0.56,OK,Homarus americanus,26.7,M,,
"Northeast PEI",Fortune,,,1251,0.56,OK,Homarus americanus,8.3,,,
"Northeast PEI",Fortune,,,1252,0.56,OK,Homarus americanus,44.2,M,,
"Northeast PEI",Fortune,,,1252,0.56,OK,Homarus americanus,27.3,F,,
"Northeast PEI",Fortune,,,1252,0.56,OK,Homarus americanus,11,,,
"Northeast PEI",Fortune,,,1253,0.56,OK,Homarus americanus,20.8,M,,
"Northeast PEI",Fortune,,,1254,0.56,OK,Homarus americanus,28.4,F,,
"Northeast PEI",Fortune,,,1254,0.56,OK,Homarus americanus,15.5,,,
"Northeast PEI",Fortune,,,1254,0.56,OK,Homarus americanus,8.2,,,
"Northeast PEI",Fortune,,,1255,0.56,OK,,,,,
"Northeast PEI",Fortune,,,1256,0.56,OK,Homarus americanus,25.6,M,,
"Northeast PEI",Fortune,,,1256,0.56,OK,Homarus americanus,15.6,,,
"Northeast PEI",Fortune,,,1257,0.56,OK,Homarus americanus,16.8,,,
"Northeast PEI",Fortune,,,1258,0.56,OK,Homarus americanus,12.1,,,
"Northeast PEI",Fortune,,,1259,0.56,OK,Homarus americanus,26.2,F,,
"Northeast PEI",Fortune,,,1259,0.56,OK,Homarus americanus,9.9,,,
"Northeast PEI",Fortune,,,1259,0.56,OK,Homarus americanus,9.7,,,
"Northeast PEI",Fortune,,,1260,0.56,OK,,,,,
"Northeast PEI",Fortune,,,1261,0.56,OK,Homarus americanus,20.5,F,,
"Northeast PEI",Fortune,,,1261,0.56,OK,Homarus americanus,15.5,,,
"Northeast PEI",Fortune,,,1262,0.56,OK,Homarus americanus,12.2,,,
"Northeast PEI",Fortune,,,1263,0.56,OK,Homarus americanus,28.8,M,,
"Northeast PEI",Fortune,,,1264,0.56,OK,Homarus americanus,24.1,F,,
"Northeast PEI",Fortune,,,1265,0.56,OK,Homarus americanus,16.2,,,
"Northeast PEI",Fortune2,,,1231,0.56,OK,,,,,deep water
"Northeast PEI",Fortune2,,,1232,0.56,OK,,,,,deep water
"Northeast PEI",Fortune2,,,1233,0.56,OK,Homarus americanus,34.9,F,,deep water
"Northeast PEI",Fortune2,,,1234,0.56,OK,,,,,deep water
"Northeast PEI",Fortune2,,,1235,0.56,OK,,,,,deep water
Southeast PEI,Murray River,,,326,0.56,OK,Homarus americanus,8.9,,,
Southeast PEI,Murray River,,,326,0.56,OK,Homarus americanus,18.7,,,
Southeast PEI,Murray River,,,326,0.56,OK,Homarus americanus,15.1,,,
Southeast PEI,Murray River,,,327,0.56,OK,Homarus americanus,26.8,M,,
Southeast PEI,Murray River,,,328,0.56,OK,Homarus americanus,24.1,,,
Southeast PEI,Murray River,,,328,0.56,OK,Homarus americanus,17.3,,,
Southeast PEI,Murray River,,,328,0.56,OK,Homarus americanus,19.1,F,,
Southeast PEI,Murray River,,,329,0.56,OK,,,,,
Southeast PEI,Murray River,,,330,0.56,OK,,,,,
Southeast PEI,Murray River,,,331,0.56,OK,Homarus americanus,10,,,
Southeast PEI,Murray River,,,332,0.56,OK,Homarus americanus,25.2,M,,
Southeast PEI,Murray River,,,332,0.56,OK,Homarus americanus,21.4,M,,
Southeast PEI,Murray River,,,332,0.56,OK,Homarus americanus,22,M,,
Southeast PEI,Murray River,,,333,0.56,OK,,,,,
Southeast PEI,Murray River,,,334,0.56,<1/2,Homarus americanus,30.8,M,,
Southeast PEI,Murray River,,,334,0.56,OK,Homarus americanus,21.3,M,,
Southeast PEI,Murray River,,,335,0.56,OK,Homarus americanus,16.6,,,
Southeast PEI,Murray River,,,336,0.56,<1/2,Homarus americanus,11.6,,,
Southeast PEI,Murray River,,,337,0.56,>1/2,Homarus americanus,15.1,,,Not used in our analysis because of sedimentation
Southeast PEI,Murray River,,,338,0.56,OK,Homarus americanus,33.3,F,,
Southeast PEI,Murray River,,,338,0.56,OK,Homarus americanus,11.6,,,
Southeast PEI,Murray River,,,339,0.56,OK,,,,,
Southeast PEI,Murray River,,,340,0.56,Lost,,,,,not recovered
Southeast PEI,Murray River,,,341,0.56,<1/2,Homarus americanus,26.4,M,,
Southeast PEI,Murray River,,,341,0.56,OK,Homarus americanus,12.3,,,
Southeast PEI,Murray River,,,342,0.56,OK,Homarus americanus,29.1,M,,
Southeast PEI,Murray River,,,342,0.56,OK,Homarus americanus,9.2,,,
Southeast PEI,Murray River,,,343,0.56,OK,Homarus americanus,26.6,F,,
Southeast PEI,Murray River,,,343,0.56,OK,Homarus americanus,10.2,,,
Southeast PEI,Murray River,,,343,0.56,OK,Homarus americanus,16.5,,,
Southeast PEI,Murray River,,,344,0.56,OK,,,,,
Southeast PEI,Murray River,,,345,0.56,OK,,,,,
Southeast PEI,Murray River,,,346,0.56,OK,,,,,
Southeast PEI,Murray River,,,347,0.56,OK,,,,,
Southeast PEI,Murray River,,,348,0.56,<1/2,Homarus americanus,13.4,,,
Southeast PEI,Murray River,,,349,0.56,OK,,,,,
Southeast PEI,Murray River,,,350,0.56,>1/2,Homarus americanus,43.2,F,,Not used in our analysis because of sedimentation
Southeast PEI,Murray River,,,351,0.56,OK,Homarus americanus,19.7,,,
Southeast PEI,Murray River,,,352,0.56,OK,Homarus americanus,42.3,F,,
Southeast PEI,Murray River,,,352,0.56,OK,Homarus americanus,18.9,,,
Southeast PEI,Murray River,,,353,0.56,OK,,,,,
Southeast PEI,Murray River,,,354,0.56,OK,,,,,
Southeast PEI,Murray River,,,355,0.56,<1/2,Homarus americanus,7.6,,,
Southeast PEI,Murray River,,,355,0.56,<1/2,Homarus americanus,20,,,
Central Northumberland,Nine Mile Creek,,,1386,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1387,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1388,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1389,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1390,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1391,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1392,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1393,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1394,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1395,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1396,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1397,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1398,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1399,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1400,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1401,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1402,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1403,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1404,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1405,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1406,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1407,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1408,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1409,0.56,OK,,,,,
Central Northumberland,Nine Mile Creek,,,1410,0.56,OK,,,,,
